StartDate,EndDate,Status.x,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,consent,partisanship,heardOfRCV,votedRCV,Q9_First Click,Q9_Last Click,Q9_Page Submit,Q9_Click Count,selfreportPlurality,selfreportRCV,comp1_pl,comp1_rcv,comp2_pl,comp2_rcv,comp3_Bwins,what_happens,mandateLib,PrimaryFair,PrimaryFair_DO,PrimaryMandate,PrimaryMandate_DO,feedback,assignmentId,projectId,InfoTreatment,ThirdParty,SecondPartyVS,ThirdPartyVS,Create New Field or Choose From Dropdown...,FL_18_DO,FL_12_DO,FL_15_DO,fairness,mandate,fairness_DO,mandate_DO,StartTime (America/Chicago),CompletionTime (America/Chicago),CompletionType,CompletionCode,Payment,Bonus,Fees,Status.y,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Voter Registration,Country Of Residence,Household Income,Race,Employment Status
2025-04-28T10:19:49Z,2025-04-28T10:21:59Z,IP Address,71.193.201.97,100,130,TRUE,2025-04-28T10:22:00Z,45.461,-122.7052,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,No,No,NA,NA,NA,NA,Slightly well,Not well at all,Candidate A,Not enough information,Candidate A,Not sure/prefer not to answer,Candidate A,Your vote goes to your next preferred candidate,NA,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate A,Candidate B|Candidate A|Don't know,NA,0d7be9d7-752d-44e4-81dd-4d124ce5a3a4,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Green,44,9,NA,FL_20|FL_21|FL_19,FL_13,FL_17,Don't know,The Democrat,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:47 AM,04/28/2025 11:22:06 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,31,"Associate degree (for example: AA, AS)",Female,Finance,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$60,000-$69,999",American Indian or Alaska Native,Full-time
2025-04-28T10:19:51Z,2025-04-28T10:22:03Z,IP Address,174.192.194.183,100,132,TRUE,2025-04-28T10:22:04Z,39.0462,-77.1195,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Perfectly well,Very well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,The Democrat,Candidate B winning (by RCV rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate B,Candidate A|Candidate B|Don't know,NA,ae15b15b-37c0-4bae-9c0f-c29235b86852,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,44,9,NA,FL_21|FL_20|FL_19,FL_14,FL_17,The Republican winning (by RCV rules),The Republican winning (by RCV rules),The Republican winning (by RCV rules)|The Democrat winning (by plurality rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:48 AM,04/28/2025 11:22:07 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,31,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Government & Public Administration,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$200,000-$224,999",White,Full-time
2025-04-28T10:20:00Z,2025-04-28T10:22:07Z,IP Address,50.104.164.116,100,127,TRUE,2025-04-28T10:22:08Z,39.8335,-84.8983,EN,0.8999999761581421,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Perfectly well,Perfectly well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,The Democrat,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate A,Candidate B|Candidate A|Don't know,NA,6eb1afd1-6bf0-4787-a9cd-b72d15a800ef,7614aeee-b6cd-4754-8f76-c9f3ec004976,Infographic,Libertarian,44,9,NA,FL_21|FL_19|FL_20,FL_14,FL_17,The Democrat winning (by plurality rules),The Democrat winning (by plurality rules),The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:58 AM,04/28/2025 11:22:17 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,40,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,"Science, Technology, Engineering & Mathematics",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$70,000-$79,999",White,Business Owner
2025-04-28T10:20:09Z,2025-04-28T10:22:13Z,IP Address,98.178.143.21,100,124,TRUE,2025-04-28T10:22:13Z,36.0284,-95.9306,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,No,No,0,0,18.925,0,Very well,Very well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate B winning (by RCV rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate B,Candidate A|Candidate B|Don't know,NA,18a43e0c-b7c6-4745-b78f-93f167b2c45f,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Green,44,9,NA,FL_20|FL_19|FL_21,FL_13,FL_17,The Democrat winning (by RCV rules),The Democrat,The Democrat winning (by RCV rules)|The Republican winning (by plurality rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:20:07 AM,04/28/2025 11:22:16 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,26,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Female,Medicine,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"Less than $10,000",White,Full-time
2025-04-28T10:19:56Z,2025-04-28T10:22:14Z,IP Address,165.23.93.170,100,138,TRUE,2025-04-28T10:22:15Z,43.5454,-96.6312,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,No,No,NA,NA,NA,NA,Very well,Very well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate A winning (by plurality rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate B,Candidate A|Candidate B|Don't know,n/a,db7a7f05-90da-4d11-84e7-fcc1fc085bd9,7614aeee-b6cd-4754-8f76-c9f3ec004976,Infographic,Green,35,18,NA,FL_21|FL_19|FL_20,FL_13,FL_16,The Democrat winning (by RCV rules),The Democrat,The Democrat winning (by RCV rules)|The Republican winning (by plurality rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:53 AM,04/28/2025 11:22:19 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,31,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Medicine,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$225,000-$249,999",White,Full-time
2025-04-28T10:19:59Z,2025-04-28T10:22:17Z,IP Address,65.49.101.34,100,137,TRUE,2025-04-28T10:22:17Z,40.1773,-105.1009,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Very well,Moderately well,Candidate A,Not enough information,Candidate A,Candidate A,Not enough information,Your vote goes to your next preferred candidate,Don't know,Don't know,Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Don't know,Candidate A|Candidate B|Don't know,NA,39232c33-5738-413d-9c6a-e8a213b3527b,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,35,18,NA,FL_20|FL_21|FL_19,FL_14,FL_16,Don't know,Don't know,The Republican winning (by RCV rules)|The Democrat winning (by plurality rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:57 AM,04/28/2025 11:22:20 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,44,"Bachelor's degree (for example: BA, AB, BS)",Male,Medicine,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$90,000-$99,999",White,Full-time
2025-04-28T10:19:58Z,2025-04-28T10:22:19Z,IP Address,192.198.57.242,100,140,TRUE,2025-04-28T10:22:19Z,38.9582,-85.8875,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,Not sure,Not sure,NA,NA,NA,NA,Slightly well,Slightly well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate A,Not sure/prefer not to answer,Don't know,Don't know,Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Don't know,Candidate B|Candidate A|Don't know,NA,aeecab4f-a6dc-49cc-b73d-8a7fc3a339f7,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,35,18,NA,FL_20|FL_21|FL_19,FL_14,FL_16,Don't know,Don't know,The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:57 AM,04/28/2025 11:22:24 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,46,"Associate degree (for example: AA, AS)",Female,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$40,000-$49,999",White,"Not in paid work (e.g., homemaker, disabled)"
2025-04-28T10:19:46Z,2025-04-28T10:22:35Z,IP Address,161.77.13.92,100,168,TRUE,2025-04-28T10:22:36Z,42.0986,-72.5931,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,Not sure,No,NA,NA,NA,NA,Slightly well,Slightly well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate A,Your vote goes to your next preferred candidate,Don't know,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate A,Candidate B|Candidate A|Don't know,not sure what the voting system is,be598954-ebba-493d-86e9-705efc81a0b4,7614aeee-b6cd-4754-8f76-c9f3ec004976,Infographic,Libertarian,44,9,NA,FL_21|FL_19|FL_20,FL_14,FL_17,The Republican winning (by RCV rules),The Republican winning (by RCV rules),The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:43 AM,04/28/2025 11:22:47 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,31,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$70,000-$79,999",Chinese,Full-time
2025-04-28T10:20:01Z,2025-04-28T10:22:37Z,IP Address,174.238.9.184,100,156,TRUE,2025-04-28T10:22:38Z,37.8084,-122.2846,EN,0.8999999761581421,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Perfectly well,Very well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate B winning (by RCV rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate B,Candidate B|Candidate A|Don't know,NA,7a37e292-6b68-466b-a693-f28600a55e33,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Green,44,9,NA,FL_21|FL_20|FL_19,FL_13,FL_17,The Democrat winning (by RCV rules),The Democrat,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:20:00 AM,04/28/2025 11:22:42 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,38,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,"Science, Technology, Engineering & Mathematics",Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$250,000 or more",Other,Full-time
2025-04-28T10:19:51Z,2025-04-28T10:22:39Z,IP Address,66.109.53.196,100,168,TRUE,2025-04-28T10:22:39Z,42.789,-73.9759,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,No,No,NA,NA,NA,NA,Very well,Slightly well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate B,Your vote is discarded,NA,Candidate A winning (by plurality rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate A,Candidate A|Candidate B|Don't know,NA,08787bf2-b124-422d-a1a9-7e4e56adda30,7614aeee-b6cd-4754-8f76-c9f3ec004976,Infographic,Green,44,9,NA,FL_21|FL_19|FL_20,FL_13,FL_17,The Republican winning (by plurality rules),The Republican,The Democrat winning (by RCV rules)|The Republican winning (by plurality rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:50 AM,04/28/2025 11:22:43 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,45,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$100,000-$124,999",White,Full-time
2025-04-28T10:20:06Z,2025-04-28T10:22:40Z,IP Address,23.240.172.185,100,153,TRUE,2025-04-28T10:22:40Z,34.6038,-118.2295,EN,0.8999999761581421,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Slightly well,Not well at all,Not enough information,Not enough information,Candidate A,Candidate A,Not enough information,Your vote is discarded,The Democrat,Candidate A winning (by plurality rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate A,Candidate A|Candidate B|Don't know,NA,2cd1202e-1eb6-484e-b09a-bbc38f9fd406,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,44,9,NA,FL_20|FL_21|FL_19,FL_14,FL_17,The Democrat winning (by plurality rules),The Democrat winning (by plurality rules),The Republican winning (by RCV rules)|The Democrat winning (by plurality rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:20:04 AM,04/28/2025 11:22:47 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,61,High school graduate - high school diploma or the equivalent (for example: GED),Male,Other,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$20,000-$29,999",White,Business Owner
2025-04-28T10:20:07Z,2025-04-28T10:22:41Z,IP Address,75.183.244.141,100,153,TRUE,2025-04-28T10:22:41Z,35.7113,-78.6142,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Moderately well,Moderately well,Not enough information,Candidate A,Candidate A,Candidate A,Candidate A,Your vote goes to your next preferred candidate,NA,Don't know,Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Don't know,Candidate B|Candidate A|Don't know,NA,b4d78231-0121-4bcc-8cdc-cad800769a9e,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Green,35,18,NA,FL_21|FL_20|FL_19,FL_13,FL_16,The Democrat winning (by RCV rules),The Democrat,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:20:05 AM,04/28/2025 11:22:43 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,33,"Bachelor's degree (for example: BA, AB, BS)",Male,Social Sciences,Single,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$80,000-$89,999",White,Unemployed
2025-04-28T10:20:02Z,2025-04-28T10:22:47Z,IP Address,70.241.104.214,100,164,TRUE,2025-04-28T10:22:48Z,32.7185,-97.1432,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,No,No,NA,NA,NA,NA,Moderately well,Moderately well,Candidate A,Not enough information,Candidate A,Not enough information,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate A,Candidate B|Candidate A|Don't know,NA,97216135-e580-48e1-b89f-1f06140be0fa,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Green,44,9,NA,FL_21|FL_20|FL_19,FL_13,FL_17,The Democrat winning (by RCV rules),The Democrat,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:59 AM,04/28/2025 11:22:49 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,31,"Associate degree (for example: AA, AS)",Female,Information Technology,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$60,000-$69,999",White,Full-time
2025-04-28T10:19:56Z,2025-04-28T10:22:49Z,IP Address,69.143.47.234,100,172,TRUE,2025-04-28T10:22:49Z,39.2842,-76.6918,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,No,No,NA,NA,NA,NA,Moderately well,Moderately well,Candidate A,Not enough information,Candidate A,Not enough information,Not enough information,Your vote goes to your next preferred candidate,NA,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate A,Candidate B|Candidate A|Don't know,NA,edadf665-6b95-47cb-bc70-54890770e701,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Green,44,9,NA,FL_20|FL_21|FL_19,FL_13,FL_17,The Republican winning (by plurality rules),The Republican,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:55 AM,04/28/2025 11:22:51 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,29,High school graduate - high school diploma or the equivalent (for example: GED),Male,Retail,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$20,000-$29,999",White,Full-time
2025-04-28T10:19:52Z,2025-04-28T10:22:49Z,IP Address,24.131.179.96,100,177,TRUE,2025-04-28T10:22:50Z,45.0648,-92.8466,EN,0.5,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,0,0,13.27,0,Moderately well,Moderately well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate A,Your vote goes to your next preferred candidate,NA,Candidate A winning (by plurality rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate A,Candidate A|Candidate B|Don't know,NA,8c1a537a-b66a-4c50-9b07-4d6048795c3b,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Green,35,18,NA,FL_20|FL_19|FL_21,FL_13,FL_16,The Democrat winning (by RCV rules),The Democrat,The Democrat winning (by RCV rules)|The Republican winning (by plurality rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:50 AM,04/28/2025 11:22:55 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,47,"Some college, but no degree",Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$20,000-$29,999",White,Part-time
2025-04-28T10:19:57Z,2025-04-28T10:22:51Z,IP Address,23.28.22.139,100,174,TRUE,2025-04-28T10:22:52Z,39.7875,-77.1119,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Perfectly well,Perfectly well,Candidate A,Not enough information,Candidate A,Not enough information,Not enough information,Your vote goes to your next preferred candidate,The Republican,Candidate B winning (by RCV rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate B,Candidate B|Candidate A|Don't know,NA,c399bdaa-c970-431b-a0de-2f35e02f3c3f,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,44,9,NA,FL_21|FL_20|FL_19,FL_14,FL_17,The Republican winning (by RCV rules),The Republican winning (by RCV rules),The Democrat winning (by plurality rules)|The Republican winning (by RCV rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:54 AM,04/28/2025 11:22:56 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,31,"Some college, but no degree",Male,Other,NA,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$125,000-$149,999",White,Business Owner
2025-04-28T10:20:24Z,2025-04-28T10:22:53Z,IP Address,185.195.59.183,100,149,TRUE,2025-04-28T10:22:54Z,40.7157,-74,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,Yes,Yes,NA,NA,NA,NA,Moderately well,Moderately well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,The Republican,Candidate B winning (by RCV rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate B,Candidate A|Candidate B|Don't know,NA,f724eb17-83d4-42b8-87e7-381e7de126db,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,35,18,NA,FL_21|FL_20|FL_19,FL_14,FL_16,The Democrat winning (by plurality rules),The Democrat winning (by plurality rules),The Republican winning (by RCV rules)|The Democrat winning (by plurality rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:56 AM,04/28/2025 11:23:29 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,23,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,In a relationship,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$50,000-$59,999",White,Full-time
2025-04-28T10:20:05Z,2025-04-28T10:22:54Z,IP Address,67.175.111.242,100,168,TRUE,2025-04-28T10:22:55Z,41.9704,-87.7036,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Moderately well,Moderately well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate A,Your vote goes to your next preferred candidate,NA,Candidate B winning (by RCV rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate B,Candidate B|Candidate A|Don't know,N/A,47d3ac36-84da-4e36-bb9f-9d6b3644ebc2,7614aeee-b6cd-4754-8f76-c9f3ec004976,Infographic,Green,35,18,NA,FL_19|FL_21|FL_20,FL_13,FL_16,The Democrat winning (by RCV rules),The Democrat,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:20:04 AM,04/28/2025 11:22:59 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,37,"Bachelor's degree (for example: BA, AB, BS)",Female,Medicine,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$40,000-$49,999",White,Full-time
2025-04-28T10:19:50Z,2025-04-28T10:22:54Z,IP Address,74.132.142.85,100,184,TRUE,2025-04-28T10:22:55Z,37.9851,-84.1724,EN,1,"Yes, I understand and consent to take part in the survey",I would not vote for either one,No,Not sure,0,0,12.726,0,Slightly well,Slightly well,Candidate A,Not enough information,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate B winning (by RCV rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate B,Candidate B|Candidate A|Don't know,NA,e135bdcd-b97e-459b-b11e-6769d27c917e,7614aeee-b6cd-4754-8f76-c9f3ec004976,Video,Green,35,18,NA,FL_19|FL_20|FL_21,FL_13,FL_16,The Democrat winning (by RCV rules),The Democrat,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:46 AM,04/28/2025 11:22:56 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,26,"Associate degree (for example: AA, AS)",Male,Information Technology,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$70,000-$79,999",White,Full-time
2025-04-28T10:20:04Z,2025-04-28T10:22:58Z,IP Address,50.88.103.11,100,174,TRUE,2025-04-28T10:22:58Z,28.1984,-81.487,EN,0.8999999761581421,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,No,Not sure,NA,NA,NA,NA,Very well,Slightly well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate A,Your vote goes to your next preferred candidate,NA,Candidate A winning (by plurality rules),Candidate A winning (by plurality rules)|Candidate B winning (by RCV rules)|Don't know,Candidate A,Candidate B|Candidate A|Don't know,NA,6e00560c-f3d4-4034-904b-b7aaee38efaa,7614aeee-b6cd-4754-8f76-c9f3ec004976,Infographic,Green,44,9,NA,FL_21|FL_19|FL_20,FL_13,FL_17,The Democrat winning (by RCV rules),The Democrat,The Republican winning (by plurality rules)|The Democrat winning (by RCV rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:20:02 AM,04/28/2025 11:23:01 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,33,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,Yes,United States,"$150,000-$174,999",White,Unemployed
2025-04-28T10:19:55Z,2025-04-28T10:23:06Z,IP Address,99.121.250.58,100,191,TRUE,2025-04-28T10:23:06Z,32.6387,-117.0801,EN,0.8999999761581421,"Yes, I understand and consent to take part in the survey",I would vote for the Democrat,Yes,No,NA,NA,NA,NA,Perfectly well,Perfectly well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate B,Your vote goes to your next preferred candidate,NA,Candidate A winning (by plurality rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate A,Candidate A|Candidate B|Don't know,NA,b90f9157-36d8-4247-a594-2515a3160b0e,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Green,44,9,NA,FL_20|FL_21|FL_19,FL_13,FL_17,The Democrat winning (by RCV rules),The Democrat,The Democrat winning (by RCV rules)|The Republican winning (by plurality rules)|Don't know,The Democrat|The Republican|Don't know,04/28/2025 11:19:54 AM,04/28/2025 11:23:10 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,43,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Single,Democrat,"Yes, Mexican, Mexican Am., Chicano",Man,Yes,United States,"$175,000-$199,999",White,Full-time
2025-04-28T10:19:51Z,2025-04-28T10:23:08Z,IP Address,206.74.97.212,100,197,TRUE,2025-04-28T10:23:09Z,34.9151,-81.0129,EN,1,"Yes, I understand and consent to take part in the survey",I would vote for the Republican,No,No,NA,NA,NA,NA,Perfectly well,Perfectly well,Candidate A,Candidate A,Candidate A,Candidate A,Candidate A,Your vote goes to your next preferred candidate,The Republican,Candidate A winning (by plurality rules),Candidate B winning (by RCV rules)|Candidate A winning (by plurality rules)|Don't know,Candidate A,Candidate A|Candidate B|Don't know,NA,a47fef1c-6faa-44d8-b3d9-0f98af6e7e64,7614aeee-b6cd-4754-8f76-c9f3ec004976,Control,Libertarian,44,9,NA,FL_21|FL_20|FL_19,FL_14,FL_17,The Republican winning (by RCV rules),The Republican winning (by RCV rules),The Republican winning (by RCV rules)|The Democrat winning (by plurality rules)|Don't know,The Republican|The Democrat|Don't know,04/28/2025 11:19:50 AM,04/28/2025 11:23:11 AM,Redirect,E3CB3C8894,0,0,0,Pending,NA,62,"Some college, but no degree",Male,Finance,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,Yes,United States,"$150,000-$174,999",White,Business Owner
